111	Alba	SCOALA GIMNAZIALA "NICOLAE DRAGAN" GALDA DE JOS	305450	Unitate de învăţământ	Şcoala cu clasele I-VIII	Gimnaziu ( clasele I-VIII sau I-X)	Unitate de învăţământ	Şcoala cu clasele I-VIII
112	Alba	SCOALA GIMNAZIALA "ION BREAZU" MIHALT	306246	Unitate de învăţământ	Şcoala cu clasele I-VIII	Gimnaziu ( clasele I-VIII sau I-X)	Unitate de învăţământ	Şcoala cu clasele I-VIII
113	Alba	SCOALA GIMNAZIALA "MIHAI EMINESCU" IGHIU	305773	Unitate de învăţământ	Şcoala cu clasele I-VIII	Gimnaziu ( clasele I-VIII sau I-X)	Unitate de învăţământ	Şcoala cu clasele I-VIII
114	Alba	SCOALA GIMNAZIALA OHABA	306521	Unitate de învăţământ	Şcoala cu clasele I-VIII	Gimnaziu ( clasele I-VIII sau I-X)	Unitate de învăţământ	Şcoala cu clasele I-VIII
115	Alba	SCOALA GIMNAZIALA "ARON COTRUS" CERGAU MARE	305096	Unitate de învăţământ	Şcoala cu clasele I-VIII	Gimnaziu ( clasele I-VIII sau I-X)	Unitate de învăţământ	Şcoala cu clasele I-VIII
116	Alba	SCOALA GIMNAZIALA MIRASLAU	3102110	Unitate de învăţământ	Şcoala cu clasele I-VIII	Gimnaziu ( clasele I-VIII sau I-X)	Unitate de învăţământ	Şcoala cu clasele I-VIII
117	Alba	SCOALA GIMNAZIALA LOPADEA NOUA	305981	Unitate de învăţământ	Şcoala cu clasele I-VIII	Gimnaziu ( clasele I-VIII sau I-X)	Unitate de învăţământ	Şcoala cu clasele I-VIII
118	Alba	SCOALA GIMNAZIALA LIVEZILE	305943	Unitate de învăţământ	Şcoala cu clasele I-VIII	Gimnaziu ( clasele I-VIII sau I-X)	Unitate de învăţământ	Şcoala cu clasele I-VIII
119	Alba	SCOALA GIMNAZIALA POIANA VADULUI	306600	Unitate de învăţământ	Şcoala cu clasele I-VIII	Gimnaziu ( clasele I-VIII sau I-X)	Unitate de învăţământ	Şcoala cu clasele I-VIII
120	Alba	SCOALA GIMNAZIALA SCARISOARA	307238	Unitate de învăţământ	Şcoala cu clasele I-VIII	Gimnaziu ( clasele I-VIII sau I-X)	Unitate de învăţământ	Şcoala cu clasele I-VIII
121	Alba	SCOALA GIMNAZIALA VADU MOTILOR	307874	Unitate de învăţământ	Şcoala cu clasele I-VIII	Gimnaziu ( clasele I-VIII sau I-X)	Unitate de învăţământ	Şcoala cu clasele I-VIII
122	Alba	SCOALA GIMNAZIALA CIUGUD	303751	Unitate de învăţământ	Şcoala cu clasele I-VIII	Gimnaziu ( clasele I-VIII sau I-X)	Unitate de învăţământ	Şcoala cu clasele I-VIII
123	Alba	SCOALA GIMNAZIALA BERGHIN	304834	Unitate de învăţământ	Şcoala cu clasele I-VIII	Gimnaziu ( clasele I-VIII sau I-X)	Unitate de învăţământ	Şcoala cu clasele I-VIII
124	Alba	SCOALA GIMNAZIALA "DAVID PRODAN" SALISTEA	307082	Unitate de învăţământ	Şcoala cu clasele I-VIII	Gimnaziu ( clasele I-VIII sau I-X)	Unitate de învăţământ	Şcoala cu clasele I-VIII
125	Alba	SCOALA GIMNAZIALA METES	306167	Unitate de învăţământ	Şcoala cu clasele I-VIII	Gimnaziu ( clasele I-VIII sau I-X)	Unitate de învăţământ	Şcoala cu clasele I-VIII
126	Alba	SCOALA GIMNAZIALA "DEMETRIU RADU" RADESTI	306777	Unitate de învăţământ	Şcoala cu clasele I-VIII	Gimnaziu ( clasele I-VIII sau I-X)	Unitate de învăţământ	Şcoala cu clasele I-VIII
127	Alba	SCOALA GIMNAZIALA "DR.PETRU SPAN" LUPSA	306076	Unitate de învăţământ	Şcoala cu clasele I-VIII	Gimnaziu ( clasele I-VIII sau I-X)	Unitate de învăţământ	Şcoala cu clasele I-VIII
128	Alba	SCOALA GIMNAZIALA HOPARTA	305644	Unitate de învăţământ	Şcoala cu clasele I-VIII	Gimnaziu ( clasele I-VIII sau I-X)	Unitate de învăţământ	Şcoala cu clasele I-VIII
129	Alba	SCOALA GIMNAZIALA "DECEBAL" CRICAU	305307	Unitate de învăţământ	Şcoala cu clasele I-VIII	Gimnaziu ( clasele I-VIII sau I-X)	Unitate de învăţământ	Şcoala cu clasele I-VIII
130	Alba	SCOALA GIMNAZIALA BLANDIANA	304872	Unitate de învăţământ	Şcoala cu clasele I-VIII	Gimnaziu ( clasele I-VIII sau I-X)	Unitate de învăţământ	Şcoala cu clasele I-VIII
